Title;Release_Date;Developers;Summary;Platforms;Genres;Rating;Plays;Playing;esrb_rating
Paladog!;Jan 24, 2011;[];Introducing Paladog, the apex of all defense games!;['iOS'];[];N/A;2;0;Everyone 10+
Popeye;Dec 31, 1983;['Nintendo'];The Table Top version of Game & Watch Popeye. The game is the same as the Panorama Screen version.;['Game & Watch'];['Arcade'];N/A;4;0;
TamaTown Tama-Go;Sep 30, 2010;['Bandai Namco Entertainment Inc.'];The TamaTown Tama-Go is an international Tamagotchi virtual pet released in August 2010 in the USA and Australia which combines elements of the Tamagotchi Plus Color with the Tamagotchi Music Star. The Tama-Go is a larger Tamagotchi unit which came with a Gotchi Figures to plug into the Tama-Go to unlock new mini-games.;['Handheld Electronic LCD'];['Simulator'];N/A;2;0;
Mobile Suit Gundam: Desert Operation;Dec 15, 1990;['FamilySoft'];;['PC-98'];['Strategy'];N/A;0;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Diplomacy;Dec 31, 2005;[];;['Windows PC'];[];N/A;2;0;
Bubble Bash;Nov 25, 2006;['Gameloft'];Bubble Bush is a puzzle strategy game.;['Mobile'];['Puzzle'];N/A;4;0;
The Female Teacher's Sex Training;TBD;[];;[];[];N/A;0;0;
Dance Mat Typing;TBD;['British Broadcasting Corporation (BBC)'];Educational BBC typing game from the 2000's.;['Windows PC'];[];N/A;2;0;
Atelier Ryza 2: Lost Legends & the Secret Fairy - Additional Area "Keldorah Castle";TBD;[];Adds a new set of ruins to explore and related event scenes.;[];['RPG'];N/A;2;0;
Jumpstart Spy Masters: Unmask the Prankster;Dec 31, 2001;['Knowledge Adventure'];JumpStart Spy Masters: Unmask the Prankster is the first-half of the JumpStart Spy Masters series & the predecessor to JumpStart Spy Masters: Unmask the Prankster.;['Windows PC'];['Arcade'];N/A;1;0;
Postcat Caitsith;TBD;[];Let's go to a city of cats and fairies! /n The setting for this story is the city of Magnaras. A strange and mysterious city where wizards, demons and fairies meet daily. And it is in this city, where lives a small Cait Sith postman named Conet.;['Windows PC'];['Adventure'];N/A;3;0;
Ultra Mega Xtra Party Challenge;Oct 07, 2022;['Just For Games'];Ultra Mega Xtra Party Challenge is a frenzied party game up to 4 players (also solo-player compliant).;['Nintendo Switch'];['Arcade'];2.8;5;0;
Full Car Mini Yontou Super Factory;Jul 31, 1997;[];;['Sega Saturn'];[];N/A;1;0;
TamaTown Tama-Go;Sep 30, 2010;['Bandai Namco Entertainment Inc.'];The TamaTown Tama-Go is an international Tamagotchi virtual pet released in August 2010 in the USA and Australia which combines elements of the Tamagotchi Plus Color with the Tamagotchi Music Star. The Tama-Go is a larger Tamagotchi unit which came with a Gotchi Figures to plug into the Tama-Go to unlock new mini-games.;['Handheld Electronic LCD'];['Simulator'];N/A;2;0;
Mobile Suit Gundam: Desert Operation;Dec 15, 1990;['FamilySoft'];;['PC-98'];['Strategy'];N/A;0;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
F-16 Aggressor;Dec 31, 1998;[];;['Windows PC'];['Simulator'];N/A;1;0;
The Female Teacher's Sex Training;TBD;[];;[];[];N/A;0;0;
Dance Mat Typing;TBD;['British Broadcasting Corporation (BBC)'];Educational BBC typing game from the 2000's.;['Windows PC'];[];N/A;2;0;
Dragon Quest XII: The Flames of Fate;TBD;['Square Enix'];The Flames of Fate is the twelfth mainline title in the Dragon Quest series and the first title aimed at older mature players.;[];['RPG'];N/A;2;0;
Lyrica & Lyrica 2 Stars Align;Oct 07, 2021;['COSEN'];Lyrica is a rhythm game that’s unique in many ways. It’s musically entertaining, it expresses literature artistically, it applied poetries in the gameplay and created a new gaming experience for the gamers.;['Nintendo Switch'];['Music'];N/A;0;1;
Postcat Caitsith;TBD;[];Let's go to a city of cats and fairies! /n The setting for this story is the city of Magnaras. A strange and mysterious city where wizards, demons and fairies meet daily. And it is in this city, where lives a small Cait Sith postman named Conet.;['Windows PC'];['Adventure'];N/A;3;0;
Arrow of Laputa;Nov 24, 2010;['ArtePiazza'];;['Nintendo DSi'];['Real Time Strategy'];N/A;1;0;
Love Escalator;Apr 17, 1998;[];The third high school year is about to begin, and Takashi Kurosaki decides that it should be a memorable year - at least from the point of view of romantic adventures. His best friend asks Takashi to help him win the heart of Rie, a girl whom Takashi liked in junior high school but hasn't seen much since. However, when Takashi meets Rie, he begins to realize that he may have feelings for her, and is torn between friendship and romance. /n Love Escalator is a visual novel with light dating simulation elements. Most of the game consists of anime-style pictures accompanied by text. The game is divided into days, every day, the player can choose dating activities for the protagonist. There are three main heroines, and the player can choose which one to take on a date. Depending on the concrete choice of activities, the girl's fondness of the protagonist will increase or decrease. It is possible to go to cinema, art gallery, bar, or a "love hotel", where the girl may agree to have sex with the protagonist if she likes him well enough. Most of the explicit sex scenes offer additional menu-based interactivity (choice of sexual positions) and are animated.;['PC-98'];['Visual Novel'];N/A;1;0;
Mobile Suit Gundam: Desert Operation;Dec 15, 1990;['FamilySoft'];;['PC-98'];['Strategy'];N/A;0;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Dragomon Hunter;Dec 02, 2015;['Aeria Games'];Hunt down over 100 fantastical monsters in this anime-style MMORPG. Become the ultimate hunter and collect defeated Dragomon as mounts or harvest their materials to upgrade your gear!;['Windows PC'];['RPG'];2.2;19;0;
Marine Boy;TBD;[];;[];[];N/A;1;0;
Gundam Musou Special;Mar 28, 2008;[];Dynasty Warriors: Gundam, originally released in Japan as Gundam Musou (ガンダム無双 Gandamu Musō?), is a video game based on the Gundam anime series. It was developed by Omega Force and published by Bandai Namco Games. Its gameplay is derived from Koei's popular Dynasty Warriors and Samurai Warriors series. An expanded port for PlayStation 2 called Gundam Musou Special was released on February 28, 2008 in Japan, featuring new scenarios and mobile suits.;['PlayStation 2'];[];N/A;2;0;
Chlorophyll;TBD;[];A piece of Interactive Fiction created with Inform 7 by Steph Cherrywell.;[];[];N/A;1;0;
Penny Arcade: The Game - Gamers vs. Evil;Dec 19, 2012;[];iOS app based on the deck-building board game.;['iOS'];['Turn Based Strategy'];N/A;2;0;
Dragon Quest XII: The Flames of Fate;TBD;['Square Enix'];The Flames of Fate is the twelfth mainline title in the Dragon Quest series and the first title aimed at older mature players.;[];['RPG'];N/A;2;0;
Lyrica & Lyrica 2 Stars Align;Oct 07, 2021;['COSEN'];Lyrica is a rhythm game that’s unique in many ways. It’s musically entertaining, it expresses literature artistically, it applied poetries in the gameplay and created a new gaming experience for the gamers.;['Nintendo Switch'];['Music'];N/A;0;1;
Muv-Luv Integrate;TBD;[];Sequel to Muv-Luv Alternative.;[];[];N/A;2;0;
Glass Masquerade: Christmas Day Puzzle;TBD;[];Contains free mini-DLC with single "Christmas Day" puzzle. Enjoy!;[];['Indie'];N/A;3;0;
Mafia: Family's Secret;Jan 08, 2022;[];Mafia: Family's Secret is a top-down shooting game. Kill your enemies, go through all the missions and discover the secrets of Guidice mafia family.;['Windows PC'];[];N/A;1;0;
Postcat Caitsith;TBD;[];Let's go to a city of cats and fairies! /n The setting for this story is the city of Magnaras. A strange and mysterious city where wizards, demons and fairies meet daily. And it is in this city, where lives a small Cait Sith postman named Conet.;['Windows PC'];['Adventure'];N/A;3;0;
The Dead Rooms;Jun 07, 2022;[];The Dead Rooms is an immersive horror experience with Roguelike elements. Can you survive? Explore a never ending world of rooms, as you push further into the Dead Rooms, trying to find what supplies you can and avoiding the monsters that call this place home.;['Windows PC'];['Shooter'];N/A;2;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
